11:35:34.003, Right ,(0.044218, 0.044436, 0.353638)(0.044218, 0.044436, 0.353638)(0.035434, 0.003062, 0.335131)(0.047082, -0.028188, 0.333345)(0.043072, 0.026456, 0.350213)(0.043072, 0.026456, 0.350213)(0.059667, 0.048733, 0.320403)(0.070830, 0.014336, 0.305766)(0.063392, -0.044504, 0.325473)(0.049550, 0.006628, 0.357590)(0.049550, 0.006628, 0.357590)(0.068215, 0.044559, 0.341144)(0.090139, 0.013436, 0.318768)(0.076590, -0.042588, 0.332568)(0.060699, 0.001638, 0.361421)(0.060699, 0.001638, 0.361421)(0.080043, 0.039068, 0.355489)(0.102282, 0.012040, 0.332147)(0.084069, -0.037443, 0.339310)(0.076052, 0.001356, 0.364176)(0.076052, 0.001356, 0.364176)(0.097179, 0.026176, 0.360876)(0.111079, 0.006470, 0.347036)(0.088208, -0.037022, 0.350469)(0.08348352, -0.0009003766, 0.3283279)(-0.0244164, 0.002738696, 0.05308874)    0.07729743    1.222501    0.806852    -2.274083    1.000000    7.291355    (0.043836, 0.038443, 0.352496)(0.041593, 0.043518, 0.342938)(0.07357525, -0.06129282, 0.3492644)(-0.543393, 0.4607555, 0.7017325)    3.141593    1.000000    0.798707    0.151053    0.304048    -0.496795    0.229369    0.054131    (0.114710, -0.283717, 0.387286)(0.09414267, -0.172505, 0.368275)1.000000    102.608600
11:35:34.027, Right ,(0.043516, 0.044761, 0.355248)(0.043516, 0.044761, 0.355248)(0.035051, 0.003240, 0.337163)(0.046454, -0.028041, 0.335341)(0.042400, 0.026845, 0.352752)(0.042400, 0.026845, 0.352752)(0.058753, 0.049259, 0.322810)(0.069842, 0.014803, 0.307854)(0.062699, -0.044250, 0.327103)(0.049149, 0.006880, 0.359828)(0.049149, 0.006880, 0.359828)(0.067513, 0.044846, 0.343319)(0.089315, 0.013799, 0.320551)(0.075982, -0.042385, 0.334000)(0.060630, 0.000986, 0.363223)(0.060630, 0.000986, 0.363223)(0.079457, 0.038860, 0.357582)(0.101598, 0.012296, 0.333752)(0.083508, -0.037285, 0.340685)(0.075893, 0.000913, 0.365943)(0.075893, 0.000913, 0.365943)(0.096650, 0.026153, 0.362656)(0.110596, 0.006573, 0.348485)(0.087794, -0.036985, 0.351805)(0.08277108, -0.0006422363, 0.3300739)(-0.02547529, 0.0101191, 0.06660462)    0.07732454    1.227391    0.805828    -2.274695    1.000000    6.900546    (0.043144, 0.038789, 0.354416)(0.040858, 0.043849, 0.345221)(0.07314182, -0.06122924, 0.3506663)(-0.5347958, 0.4540281, 0.7126374)    3.141593    1.000000    0.798312    0.146824    0.299518    -0.501427    0.229450    0.054150    (0.114409, -0.283839, 0.387936)(0.09377517, -0.1725342, 0.369301)1.000000    102.632400
11:35:34.042, Right ,(0.043145, 0.045037, 0.356324)(0.043145, 0.045037, 0.356324)(0.034797, 0.003435, 0.338422)(0.046102, -0.027868, 0.336518)(0.042045, 0.027223, 0.354002)(0.042045, 0.027223, 0.354002)(0.058355, 0.049557, 0.323911)(0.069395, 0.015037, 0.308944)(0.062309, -0.044048, 0.328143)(0.048872, 0.007085, 0.360967)(0.048872, 0.007085, 0.360967)(0.067163, 0.045060, 0.344418)(0.088918, 0.014001, 0.321578)(0.075617, -0.042203, 0.335005)(0.060393, 0.000980, 0.364344)(0.060393, 0.000980, 0.364344)(0.079156, 0.038916, 0.358686)(0.101250, 0.012469, 0.334742)(0.083166, -0.037121, 0.341683)(0.075672, 0.000985, 0.367000)(0.075672, 0.000985, 0.367000)(0.096398, 0.026263, 0.363667)(0.110335, 0.006698, 0.349409)(0.087526, -0.036860, 0.352765)(0.08241084, -0.0004608091, 0.3311094)(-0.01896787, 0.01428229, 0.06608513)    0.07733718    1.227320    0.803497    -2.277558    1.000000    6.745043    (0.042778, 0.039099, 0.355549)(0.040508, 0.044129, 0.346448)(0.07286097, -0.06108757, 0.3516589)(-0.5304754, 0.4529802, 0.7165228)    3.141593    1.000000    0.798732    0.144893    0.297521    -0.502508    0.229487    0.054159    (0.114158, -0.283787, 0.388592)(0.09350939, -0.1724372, 0.3701255)1.000000    102.648000
11:35:34.067, Right ,(0.042971, 0.045501, 0.356742)(0.042971, 0.045501, 0.356742)(0.034692, 0.004023, 0.338482)(0.045999, -0.027281, 0.336442)(0.041852, 0.027359, 0.353848)(0.041852, 0.027359, 0.353848)(0.058074, 0.049986, 0.324025)(0.069259, 0.015646, 0.308971)(0.062198, -0.043454, 0.328054)(0.048856, 0.007147, 0.360888)(0.048856, 0.007147, 0.360888)(0.067000, 0.045418, 0.344706)(0.088791, 0.014609, 0.321627)(0.075514, -0.041603, 0.334949)(0.060353, 0.001212, 0.364298)(0.060353, 0.001212, 0.364298)(0.079013, 0.039219, 0.358934)(0.101173, 0.013054, 0.334770)(0.083111, -0.036535, 0.341623)(0.075583, 0.001222, 0.367005)(0.075583, 0.001222, 0.367005)(0.096304, 0.026690, 0.363783)(0.110268, 0.007276, 0.349405)(0.087480, -0.036277, 0.352689)(0.08231095, 0.0001337212, 0.3311095)(-0.01254405, 0.01972757, 0.007929496)    0.07730471    1.229165    0.805962    -2.275371    1.000000    6.954122    (0.042598, 0.039453, 0.355777)(0.040362, 0.044551, 0.346599)(0.0727677, -0.06050113, 0.3515534)(-0.5313239, 0.4516992, 0.7167028)    3.141593    1.000000    0.798190    0.145068    0.297896    -0.503096    0.229391    0.054136    (0.114025, -0.283149, 0.388241)(0.0933965, -0.171825, 0.3698972)1.000000    102.672000
11:35:34.088, Right ,(0.042090, 0.045806, 0.356737)(0.042090, 0.045806, 0.356737)(0.034106, 0.004397, 0.338227)(0.045445, -0.026860, 0.336109)(0.040880, 0.027131, 0.353523)(0.040880, 0.027131, 0.353523)(0.056937, 0.050132, 0.323995)(0.068568, 0.016220, 0.308755)(0.061690, -0.042942, 0.327678)(0.048376, 0.007285, 0.360630)(0.048376, 0.007285, 0.360630)(0.066210, 0.045679, 0.344703)(0.088097, 0.015214, 0.321437)(0.074996, -0.041065, 0.334606)(0.059826, 0.001550, 0.364025)(0.059826, 0.001550, 0.364025)(0.078254, 0.039547, 0.358867)(0.100502, 0.013661, 0.334579)(0.082598, -0.035994, 0.341296)(0.075021, 0.001572, 0.366790)(0.075021, 0.001572, 0.366790)(0.095611, 0.027155, 0.363685)(0.109626, 0.007876, 0.349187)(0.086977, -0.035750, 0.352350)(0.08167263, 0.0006946102, 0.3308694)(-0.03894105, 0.02971805, -0.02107778)    0.07729046    1.232567    0.805598    -2.269400    1.000000    6.945181    (0.041687, 0.039581, 0.355665)(0.039542, 0.044763, 0.346458)(0.07230314, -0.06001394, 0.3511493)(-0.5331003, 0.4477534, 0.7178586)    3.141593    1.000000    0.797162    0.146103    0.297337    -0.504755    0.229349    0.054126    (0.113469, -0.282656, 0.387709)(0.09288598, -0.1713351, 0.3694289)1.000000    102.693400
11:35:34.105, Right ,(0.040420, 0.045698, 0.356598)(0.040420, 0.045698, 0.356598)(0.032821, 0.003988, 0.337966)(0.044328, -0.027211, 0.335738)(0.038847, 0.026571, 0.353378)(0.038847, 0.026571, 0.353378)(0.054528, 0.049427, 0.324137)(0.066958, 0.016129, 0.308420)(0.060624, -0.043128, 0.327193)(0.047205, 0.006983, 0.360476)(0.047205, 0.006983, 0.360476)(0.064576, 0.045314, 0.344532)(0.086542, 0.015229, 0.321039)(0.073943, -0.041179, 0.334089)(0.058685, 0.001041, 0.363678)(0.058685, 0.001041, 0.363678)(0.076635, 0.039118, 0.358665)(0.099028, 0.013731, 0.334144)(0.081550, -0.036075, 0.340781)(0.073853, 0.001161, 0.366376)(0.073853, 0.001161, 0.366376)(0.094101, 0.027024, 0.363374)(0.108265, 0.007976, 0.348719)(0.085983, -0.035830, 0.351836)(0.08028506, 0.0006353315, 0.3304588)(-0.06342094, 0.004224299, -0.02041061)    0.07727665    1.234800    0.794995    -2.262155    1.000000    6.566918    (0.039896, 0.039323, 0.355524)(0.037877, 0.044354, 0.346240)(0.07139254, -0.06017489, 0.3506282)(-0.5338697, 0.4418429, 0.7209425)    3.141593    1.000000    0.796496    0.147847    0.294134    -0.507169    0.229308    0.054117    (0.112832, -0.282768, 0.386920)(0.09211225, -0.1714713, 0.3687742)1.000000    102.710500
11:35:34.117, Right ,(0.039544, 0.045717, 0.356554)(0.039544, 0.045717, 0.356554)(0.032130, 0.003940, 0.337862)(0.043694, -0.027269, 0.335541)(0.038031, 0.026367, 0.353223)(0.038031, 0.026367, 0.353223)(0.053615, 0.049250, 0.324035)(0.066159, 0.016127, 0.308190)(0.060006, -0.043153, 0.326939)(0.046597, 0.006935, 0.360259)(0.046597, 0.006935, 0.360259)(0.063815, 0.045270, 0.344324)(0.085772, 0.015279, 0.320783)(0.073337, -0.041165, 0.333822)(0.058056, 0.000955, 0.363473)(0.058056, 0.000955, 0.363473)(0.075888, 0.039083, 0.358464)(0.098290, 0.013805, 0.333877)(0.080950, -0.036046, 0.340514)(0.073215, 0.001125, 0.366130)(0.073215, 0.001125, 0.366130)(0.093384, 0.027046, 0.363137)(0.107567, 0.008073, 0.348441)(0.085402, -0.035788, 0.351570)(0.07956818, 0.0006652474, 0.3302068)(-0.05343913, 0.0006312941, -0.02068309)    0.07727121    1.235180    0.789829    -2.259912    1.000000    6.666195    (0.039039, 0.039267, 0.355443)(0.037041, 0.044263, 0.346120)(0.07087091, -0.06017758, 0.350356)(-0.5338122, 0.4397817, 0.7222441)    3.141593    1.000000    0.796389    0.148453    0.292671    -0.508006    0.229291    0.054113    (0.112435, -0.282745, 0.386559)(0.09165302, -0.1714613, 0.3684575)1.000000    102.722800
11:35:34.148, Right ,(0.038444, 0.046158, 0.357329)(0.038444, 0.046158, 0.357329)(0.031393, 0.003997, 0.338479)(0.042938, -0.027333, 0.335819)(0.037229, 0.026049, 0.353420)(0.037229, 0.026049, 0.353420)(0.052704, 0.049252, 0.324202)(0.065268, 0.016079, 0.308331)(0.059286, -0.043186, 0.327175)(0.045788, 0.006832, 0.360368)(0.045788, 0.006832, 0.360368)(0.062868, 0.045353, 0.344453)(0.084880, 0.015336, 0.320924)(0.072604, -0.041117, 0.334059)(0.057178, 0.000699, 0.363677)(0.057178, 0.000699, 0.363677)(0.074863, 0.039131, 0.358686)(0.097400, 0.013906, 0.334010)(0.080196, -0.035978, 0.340737)(0.072377, 0.001051, 0.366249)(0.072377, 0.001051, 0.366249)(0.092473, 0.027115, 0.363294)(0.106694, 0.008222, 0.348564)(0.084647, -0.035691, 0.351778)(0.07871192, 0.0007064696, 0.330366)(-0.02027523, 0.001184898, 0.01693255)    0.07726905    1.233604    0.783769    -2.259329    0.990360    7.084218    (0.038039, 0.039455, 0.356026)(0.036000, 0.044419, 0.346559)(0.07013666, -0.06012303, 0.3506014)(-0.5344648, 0.4397964, 0.7217523)    3.141593    1.000000    0.796715    0.149476    0.291793    -0.507700    0.229285    0.054111    (0.111627, -0.282711, 0.386721)(0.09088203, -0.1714172, 0.368661)1.000000    102.752400
11:35:34.160, Right ,(0.038289, 0.046382, 0.357726)(0.038289, 0.046382, 0.357726)(0.031459, 0.004086, 0.338878)(0.042965, -0.027291, 0.336132)(0.037250, 0.026003, 0.353643)(0.037250, 0.026003, 0.353643)(0.052727, 0.049323, 0.324454)(0.065297, 0.016134, 0.308642)(0.059322, -0.043126, 0.327496)(0.045800, 0.006798, 0.360560)(0.045800, 0.006798, 0.360560)(0.062887, 0.045416, 0.344747)(0.084901, 0.015401, 0.321251)(0.072637, -0.041052, 0.334391)(0.057162, 0.000687, 0.363982)(0.057162, 0.000687, 0.363982)(0.074836, 0.039190, 0.359030)(0.097409, 0.013976, 0.334345)(0.080220, -0.035911, 0.341072)(0.072368, 0.001064, 0.366536)(0.072368, 0.001064, 0.366536)(0.092469, 0.027168, 0.363631)(0.106691, 0.008292, 0.348908)(0.084659, -0.035626, 0.352117)(0.07872839, 0.0007677861, 0.3306924)(-0.005653912, 0.00407877, 0.02294458)    0.07726654    1.233629    0.783740    -2.258749    0.981522    7.235708    (0.037942, 0.039589, 0.356364)(0.035926, 0.044541, 0.346889)(0.07015447, -0.06005849, 0.3509308)(-0.5351074, 0.4398051, 0.7212707)    3.141593    1.000000    0.796647    0.149806    0.291986    -0.507598    0.229278    0.054110    (0.111629, -0.282645, 0.387031)(0.09089184, -0.1713518, 0.3689809)1.000000    102.764500
11:35:34.181, Right ,(0.038317, 0.047077, 0.358347)(0.038317, 0.047077, 0.358347)(0.031850, 0.004436, 0.339547)(0.043232, -0.027096, 0.336581)(0.037506, 0.025979, 0.353885)(0.037506, 0.025979, 0.353885)(0.052996, 0.049537, 0.324787)(0.065610, 0.016316, 0.309090)(0.059593, -0.042922, 0.327973)(0.046063, 0.006828, 0.360821)(0.046063, 0.006828, 0.360821)(0.063171, 0.045608, 0.345181)(0.085193, 0.015587, 0.321735)(0.072896, -0.040847, 0.334893)(0.057356, 0.000816, 0.364429)(0.057356, 0.000816, 0.364429)(0.075055, 0.039402, 0.359548)(0.097683, 0.014167, 0.334850)(0.080474, -0.035705, 0.341583)(0.072553, 0.001176, 0.366968)(0.072553, 0.001176, 0.366968)(0.092731, 0.027343, 0.364144)(0.106944, 0.008482, 0.349435)(0.084900, -0.035424, 0.352638)(0.0790043, 0.0009593721, 0.3311763)(0.02097897, 0.01106574, 0.02191025)    0.07725587    1.233389    0.784810    -2.258444    0.957437    7.566937    (0.038047, 0.040044, 0.356859)(0.036076, 0.044941, 0.347358)(0.0703835, -0.05984364, 0.3514326)(-0.5362887, 0.4405015, 0.7199674)    3.141593    1.000000    0.796600    0.150271    0.292710    -0.507117    0.229246    0.054102    (0.111834, -0.282407, 0.387503)(0.09110893, -0.1711253, 0.3694677)1.000000    102.786000
